ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,HIGH_VALUE,PREDICTED_HIGH_VALUE,PRODUCTLINE_DECODED,COUNTRY_DECODED,DEALSIZE_DECODED,CUSTOMERNAME_DECODED
10258,0.3846153846153846,1.0,3,0.4548386219208319,2004-06-15,Shipped,2,6,2004,5,136,S12_1666,82,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,10,Japan,Shimamura,Akiko,1,1,1,Trucks and Buses,Japan,Medium,"Tokyo Collectables, Ltd"
10291,0.3846153846153846,1.0,8,0.4342190495027084,2004-09-08,Shipped,3,9,2004,5,136,S12_1666,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1,1,1,Trucks and Buses,Sweden,Medium,Scandinavian Gift Ideas
10304,0.3626373626373627,1.0,3,0.4348219609769226,2004-10-11,Shipped,4,10,2004,5,136,S12_1666,8,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,6,EMEA,Tonini,Daniel,1,1,1,Trucks and Buses,France,Medium,Auto Assoc. & Cie.
10357,0.4725274725274726,1.0,8,0.4027911860224534,2004-12-10,Shipped,4,12,2004,5,136,S12_1666,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,1,1,Trucks and Buses,USA,Medium,Mini Gifts Distributors Ltd.
10370,0.4725274725274726,1.0,8,0.5873247420899118,2005-01-20,Shipped,1,1,2005,5,136,S12_1666,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,0,1,1,Trucks and Buses,Australia,Large,"Anna's Decorations, Ltd"
10411,0.3736263736263737,1.0,6,0.4227637314926398,2005-05-01,Shipped,2,5,2005,5,136,S12_1666,65,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,3,,Fresnisre,Jean,1,1,1,Trucks and Buses,Canada,Medium,Quebec Home Shopping Network
10424,0.4725274725274726,1.0,3,0.5505044972049172,2005-05-31,In Process,2,5,2005,5,136,S12_1666,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,0,1,1,Trucks and Buses,Spain,Large,Euro Shopping Channel
10121,0.4835164835164836,1.0,4,0.573638651625251,2003-05-07,Shipped,2,5,2003,1,150,S12_2823,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,0,1,1,Motorcycles,France,Large,Reims Collectables
10145,0.4725274725274726,1.0,5,0.5777413906814886,2003-08-25,Shipped,3,8,2003,1,150,S12_2823,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,0,1,1,Motorcycles,USA,Large,Toys4GrownUps.com
10159,0.3516483516483517,1.0,13,0.4232666478930819,2003-10-10,Shipped,4,10,2003,1,150,S12_2823,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,1,1,1,Motorcycles,USA,Medium,Corporate Gift Ideas Co.
10169,0.3186813186813187,1.0,13,0.3056555302054973,2003-11-04,Shipped,4,11,2003,1,150,S12_2823,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,1,1,1,Motorcycles,Australia,Medium,"Anna's Decorations, Ltd"
10180,0.3736263736263737,1.0,8,0.4606736285785922,2003-11-11,Shipped,4,11,2003,1,150,S12_2823,26,20.16.1555,"184, chausse de Tournai",,Lille,,59000,6,EMEA,Rance,Martine,1,1,1,Motorcycles,France,Medium,Daedalus Designs Imports
10211,0.3296703296703297,1.0,13,0.3154013736088002,2004-01-15,Shipped,1,1,2004,1,150,S12_2823,9,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,6,EMEA,Perrier,Dominique,1,1,1,Motorcycles,France,Medium,Auto Canal Petit
10224,0.4065934065934066,1.0,6,0.4121716062517509,2004-02-21,Shipped,1,2,2004,1,150,S12_2823,26,20.16.1555,"184, chausse de Tournai",,Lille,,59000,6,EMEA,Rance,Martine,1,1,1,Motorcycles,France,Medium,Daedalus Designs Imports
10251,0.4395604395604396,1.0,1,0.519838360904279,2004-05-18,Shipped,2,5,2004,1,150,S12_2823,80,2015559350,7476 Moss Rd.,,Newark,NJ,94019,18,,Brown,William,0,1,1,Motorcycles,USA,Large,Tekni Collectables Inc.
10263,0.4615384615384615,1.0,1,0.4376453512951936,2004-06-28,Shipped,2,6,2004,1,150,S12_2823,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,1,1,1,Motorcycles,USA,Medium,Gift Depot Inc.
10276,0.4065934065934066,1.0,14,0.3455248895826456,2004-08-02,Shipped,3,8,2004,1,150,S12_2823,61,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,18,,Barajas,Miguel,1,1,1,Motorcycles,USA,Medium,Online Mini Collectables
10285,0.4725274725274726,1.0,5,0.4692261484176884,2004-08-27,Shipped,3,8,2004,1,150,S12_2823,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,1,1,1,Motorcycles,USA,Medium,Marta's Replicas Co.
10341,0.5384615384615385,1.0,8,0.5614738097461377,2004-11-24,Shipped,4,11,2004,1,150,S12_2823,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,0,1,1,Motorcycles,Austria,Large,Salzburg Collectables
10388,0.4175824175824176,1.0,6,0.4021353359797717,2005-03-03,Shipped,1,3,2005,1,150,S12_2823,34,5085552555,1785 First Street,,New Bedford,MA,50553,18,,Benitez,Violeta,1,1,1,Motorcycles,USA,Medium,FunGiftIdeas.com
10403,0.6593406593406594,1.0,6,0.6004490955225,2005-04-08,Shipped,2,4,2005,1,150,S12_2823,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,0,1,1,Motorcycles,UK,Large,"UK Collectables, Ltd."
10117,0.4065934065934066,1.0,10,0.399209009556147,2003-04-16,Shipped,2,4,2003,0,151,S12_3148,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1,1,1,Classic Cars,Singapore,Medium,"Dragon Souveniers, Ltd."
10127,0.4395604395604396,1.0,3,0.5061743281764797,2003-06-03,Shipped,2,6,2003,0,151,S12_3148,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,0,1,1,Classic Cars,USA,Large,Muscle Machine Inc
10153,0.3956043956043956,1.0,12,0.3611226505753026,2003-09-28,Shipped,3,9,2003,0,151,S12_3148,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Classic Cars,Spain,Medium,Euro Shopping Channel
10176,0.4505494505494506,1.0,3,0.5806008086366335,2003-11-06,Shipped,4,11,2003,0,151,S12_3148,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,0,1,1,Classic Cars,Italy,Large,L'ordine Souveniers
10230,0.4065934065934066,1.0,1,0.4804307434854313,2004-03-15,Shipped,1,3,2004,0,151,S12_3148,13,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,7,EMEA,Keitel,Roland,0,1,1,Classic Cars,Germany,Large,"Blauer See Auto, Co."
10314,0.4395604395604396,1.0,6,0.4346410875346583,2004-10-22,Shipped,4,10,2004,0,151,S12_3148,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,1,1,1,Classic Cars,Denmark,Medium,Heintze Collectables
10348,0.4505494505494506,1.0,4,0.3175865600738788,2004-11-01,Shipped,4,11,2004,0,151,S12_3148,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,1,1,1,Classic Cars,Spain,Medium,"Corrida Auto Replicas, Ltd"
10372,0.3736263736263737,1.0,4,0.3955591893634653,2005-01-26,Shipped,1,1,2005,0,151,S12_3148,82,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,10,Japan,Shimamura,Akiko,1,1,1,Classic Cars,Japan,Medium,"Tokyo Collectables, Ltd"
10382,0.3406593406593407,1.0,11,0.2639369972214604,2005-02-17,Shipped,1,2,2005,0,151,S12_3148,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,0,1,Classic Cars,USA,Medium,Mini Gifts Distributors Ltd.
10413,0.4505494505494506,1.0,3,0.5701645580695658,2005-05-05,Shipped,2,5,2005,0,151,S12_3148,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,0,1,1,Classic Cars,USA,Large,Gift Depot Inc.
10108,0.4285714285714286,1.0,4,0.4152898349860707,2003-03-03,Shipped,1,3,2003,0,117,S12_3380,25,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,12,Japan,Cruz,Arnold,1,1,1,Classic Cars,Philippines,Medium,Cruz & Sons Co.
10135,0.4615384615384615,1.0,5,0.4080350453323257,2003-07-02,Shipped,3,7,2003,0,117,S12_3380,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,1,1,Classic Cars,USA,Medium,Mini Gifts Distributors Ltd.
10160,0.4395604395604396,1.0,6,0.3538068345162408,2003-10-11,Shipped,4,10,2003,0,117,S12_3380,49,2155554369,6047 Douglas Av.,,Los Angeles,CA,,18,,Chandler,Michael,1,1,1,Classic Cars,USA,Medium,"Men 'R' US Retailers, Ltd."
10170,0.4505494505494506,1.0,4,0.3663466579219994,2003-11-04,Shipped,4,11,2003,0,117,S12_3380,51,7675-3555,Kirchgasse 6,,Graz,,8010,1,EMEA,Mendel,Roland,1,1,1,Classic Cars,Austria,Medium,Mini Auto Werke
10191,0.3736263736263737,1.0,1,0.3755601746090451,2003-11-20,Shipped,4,11,2003,0,117,S12_3380,83,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,7,EMEA,Pfalzheim,Henriette,1,1,1,Classic Cars,Germany,Medium,"Toms Spezialitten, Ltd"
10212,0.3626373626373627,1.0,16,0.3282654457464228,2004-01-16,Shipped,1,1,2004,0,117,S12_3380,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Classic Cars,Spain,Medium,Euro Shopping Channel
10276,0.4505494505494506,1.0,1,0.3663466579219994,2004-08-02,Shipped,3,8,2004,0,117,S12_3380,61,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,18,,Barajas,Miguel,1,1,1,Classic Cars,USA,Medium,Online Mini Collectables
10287,0.4285714285714286,1.0,10,0.3142764290288641,2004-08-30,Shipped,3,8,2004,0,117,S12_3380,87,0897-034555,Grenzacherweg 237,,Gensve,,1203,16,EMEA,Holz,Michael,1,1,1,Classic Cars,Switzerland,Medium,"Vida Sport, Ltd"
10320,0.3186813186813187,1.0,1,0.3211731480875575,2004-11-03,Shipped,4,11,2004,0,117,S12_3380,89,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,15,EMEA,Berglund,Christina,1,1,1,Classic Cars,Sweden,Medium,"Volvo Model Replicas, Co"
10376,0.3186813186813187,1.0,1,0.2577130391370426,2005-02-08,Shipped,1,2,2005,0,117,S12_3380,14,3105552373,4097 Douglas Av.,,Glendale,CA,92561,18,,Young,Leslie,1,0,1,Classic Cars,USA,Medium,Boards & Toys Co.
10117,0.3626373626373627,1.0,8,0.4011574429789122,2003-04-16,Shipped,2,4,2003,0,173,S12_3891,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1,1,1,Classic Cars,Singapore,Medium,"Dragon Souveniers, Ltd."
10127,0.3956043956043956,1.0,1,0.5629597659527069,2003-06-03,Shipped,2,6,2003,0,173,S12_3891,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,0,1,1,Classic Cars,USA,Large,Muscle Machine Inc
10142,0.4395604395604396,1.0,11,0.660909352259852,2003-08-08,Shipped,3,8,2003,0,173,S12_3891,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0,1,1,Classic Cars,USA,Large,Mini Gifts Distributors Ltd.
10153,0.4725274725274726,1.0,10,0.4819439042341298,2003-09-28,Shipped,3,9,2003,0,173,S12_3891,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,0,1,1,Classic Cars,Spain,Large,Euro Shopping Channel
10176,0.4835164835164836,1.0,1,0.5433827892302365,2003-11-06,Shipped,4,11,2003,0,173,S12_3891,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,0,1,1,Classic Cars,Italy,Large,L'ordine Souveniers
10185,0.4065934065934066,1.0,12,0.5443900925469114,2003-11-14,Shipped,4,11,2003,0,173,S12_3891,54,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,18,,Tam,Wing C,0,1,1,Classic Cars,USA,Large,Mini Creations Ltd.
10196,0.3516483516483517,1.0,4,0.4963012851572754,2003-11-26,Shipped,4,11,2003,0,173,S12_3891,78,2035559545,567 North Pendale Street,,New Haven,CT,97823,18,,Murphy,Leslie,0,1,1,Classic Cars,USA,Large,Super Scale Inc.
10231,0.4725274725274726,1.0,1,0.4757111230549672,2004-03-19,Shipped,1,3,2004,0,173,S12_3891,15,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,14,EMEA,Fernandez,Jesus,1,1,1,Classic Cars,Spain,Medium,CAF Imports
10272,0.3626373626373627,1.0,1,0.5499809935834045,2004-07-20,Shipped,3,7,2004,0,173,S12_3891,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,0,1,1,Classic Cars,USA,Large,Diecast Classics Inc.
10293,0.4285714285714286,1.0,7,0.5713593521495633,2004-09-09,Shipped,3,9,2004,0,173,S12_3891,2,011-4988555,Via Monte Bianco 34,,Torino,,10100,9,EMEA,Accorti,Paolo,0,1,1,Classic Cars,Italy,Large,Amica Models & Co.
10314,0.3296703296703297,1.0,4,0.4728936147998592,2004-10-22,Shipped,4,10,2004,0,173,S12_3891,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,1,1,1,Classic Cars,Denmark,Medium,Heintze Collectables
10104,0.3846153846153846,1.0,9,0.3039298799250331,2003-01-31,Shipped,1,1,2003,5,118,S12_4473,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Trucks and Buses,Spain,Medium,Euro Shopping Channel
10115,0.4395604395604396,1.0,5,0.3853964547334801,2003-04-04,Shipped,2,4,2003,5,118,S12_4473,19,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,18,,Hernandez,Maria,1,1,1,Trucks and Buses,USA,Medium,Classic Legends Inc.
10165,0.4615384615384615,1.0,12,0.4664086401625803,2003-10-22,Shipped,4,10,2003,5,118,S12_4473,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1,1,1,Trucks and Buses,Singapore,Medium,"Dragon Souveniers, Ltd."
10195,0.4725274725274726,1.0,6,0.4384585465274874,2003-11-25,Shipped,4,11,2003,5,118,S12_4473,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,1,1,1,Trucks and Buses,USA,Medium,Mini Classics
10219,0.4615384615384615,1.0,2,0.3242156452586527,2004-02-10,Shipped,1,2,2004,5,118,S12_4473,73,4155554312,2793 Furth Circle,,Brisbane,CA,94217,18,,Taylor,Sue,1,1,1,Trucks and Buses,USA,Medium,Signal Collectibles Ltd.
10246,0.4395604395604396,1.0,5,0.337301765280681,2004-05-05,Shipped,2,5,2004,5,118,S12_4473,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Trucks and Buses,Spain,Medium,Euro Shopping Channel
10259,0.4395604395604396,1.0,4,0.4454979056178851,2004-06-15,Shipped,2,6,2004,5,118,S12_4473,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,1,1,1,Trucks and Buses,Singapore,Medium,Handji Gifts& Co
10281,0.3846153846153846,1.0,1,0.3503540634395218,2004-08-19,Shipped,3,8,2004,5,118,S12_4473,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,1,1,1,Trucks and Buses,USA,Medium,Diecast Classics Inc.
10305,0.3516483516483517,1.0,5,0.3155028391983631,2004-10-13,Shipped,4,10,2004,5,118,S12_4473,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,1,1,1,Trucks and Buses,USA,Medium,Marta's Replicas Co.
10314,0.4285714285714286,1.0,14,0.419359487437016,2004-10-22,Shipped,4,10,2004,5,118,S12_4473,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,1,1,1,Trucks and Buses,Denmark,Medium,Heintze Collectables
10336,0.3516483516483517,1.0,3,0.4331014575017262,2004-11-20,Shipped,4,11,2004,5,118,S12_4473,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,1,1,1,Trucks and Buses,France,Medium,"La Corne D'abondance, Co."
10349,0.4615384615384615,1.0,9,0.349308526712287,2004-12-01,Shipped,4,12,2004,5,118,S12_4473,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,1,1,Trucks and Buses,USA,Medium,Muscle Machine Inc
10412,0.5274725274725275,1.0,5,0.4021279834008179,2005-05-03,Shipped,2,5,2005,5,118,S12_4473,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Trucks and Buses,Spain,Medium,Euro Shopping Channel
10108,0.3296703296703297,1.0,3,0.2388786728889091,2003-03-03,Shipped,1,3,2003,0,115,S12_4675,25,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,12,Japan,Cruz,Arnold,1,0,1,Classic Cars,Philippines,Medium,Cruz & Sons Co.
10160,0.4835164835164836,1.0,5,0.3455616524774147,2003-10-11,Shipped,4,10,2003,0,115,S12_4675,49,2155554369,6047 Douglas Av.,,Los Angeles,CA,,18,,Chandler,Michael,1,1,1,Classic Cars,USA,Medium,"Men 'R' US Retailers, Ltd."
10170,0.3846153846153846,1.0,3,0.2874101055315658,2003-11-04,Shipped,4,11,2003,0,115,S12_4675,51,7675-3555,Kirchgasse 6,,Graz,,8010,1,EMEA,Mendel,Roland,1,0,1,Classic Cars,Austria,Medium,Mini Auto Werke
10181,0.3296703296703297,1.0,11,0.2937494991055588,2003-11-12,Shipped,4,11,2003,0,115,S12_4675,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,1,0,1,Classic Cars,Norway,Medium,Herkku Gifts
10203,0.4505494505494506,1.0,5,0.3465799846625204,2003-12-02,Shipped,4,12,2003,0,115,S12_4675,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Classic Cars,Spain,Medium,Euro Shopping Channel
10253,0.3846153846153846,1.0,10,0.3256045474230314,2004-06-01,Cancelled,2,6,2004,0,115,S12_4675,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,1,1,1,Classic Cars,UK,Medium,"UK Collectables, Ltd."
10266,0.3736263736263737,1.0,11,0.2930936490628771,2004-07-06,Shipped,3,7,2004,0,115,S12_4675,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,1,0,1,Classic Cars,Italy,Medium,L'ordine Souveniers
10377,0.4835164835164836,1.0,1,0.3455616524774147,2005-02-09,Shipped,1,2,2005,0,115,S12_4675,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,1,1,1,Classic Cars,Finland,Medium,"Toys of Finland, Co."
10389,0.4505494505494506,1.0,8,0.3501048110129869,2005-03-03,Shipped,1,3,2005,0,115,S12_4675,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1,1,1,Classic Cars,Sweden,Medium,Scandinavian Gift Ideas
10405,1.0,0.9080962800875274,5,0.6298241189588455,2005-04-14,Shipped,2,4,2005,0,115,S12_4675,52,88.60.1555,"24, place Kluber",,Strasbourg,,67000,6,EMEA,Citeaux,Frederique,0,1,1,Classic Cars,France,Large,Mini Caravy
10113,0.4725274725274726,1.0,4,0.3260523194813197,2003-03-26,Shipped,1,3,2003,5,116,S18_1097,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,1,1,Trucks and Buses,USA,Medium,Mini Gifts Distributors Ltd.
10126,0.3516483516483517,1.0,10,0.2481399813391546,2003-05-28,Shipped,2,5,2003,5,116,S18_1097,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,1,0,1,Trucks and Buses,Spain,Medium,"Corrida Auto Replicas, Ltd"
10215,0.4395604395604396,1.0,2,0.3433558787912655,2004-01-29,Shipped,1,1,2004,5,116,S18_1097,90,3105553722,3675 Furth Circle,,Burbank,CA,94019,18,,Thompson,Steve,1,1,1,Trucks and Buses,USA,Medium,West Coast Collectables Co.
10258,0.3846153846153846,1.0,5,0.3654871414422966,2004-06-15,Shipped,2,6,2004,5,116,S18_1097,82,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,10,Japan,Shimamura,Akiko,1,1,1,Trucks and Buses,Japan,Medium,"Tokyo Collectables, Ltd"
10291,0.3846153846153846,1.0,10,0.3092355008981176,2004-09-08,Shipped,3,9,2004,5,116,S18_1097,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1,1,1,Trucks and Buses,Sweden,Medium,Scandinavian Gift Ideas
10381,0.4615384615384615,0.9726477024070022,2,0.3104163250781028,2005-02-17,Shipped,1,2,2005,5,116,S18_1097,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,1,1,1,Trucks and Buses,USA,Medium,Corporate Gift Ideas Co.
10424,0.5274725274725275,1.0,5,0.4926132315540338,2005-05-31,In Process,2,5,2005,5,116,S18_1097,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,0,1,1,Trucks and Buses,Spain,Large,Euro Shopping Channel
10171,0.3186813186813187,1.0,2,0.2960052703285941,2003-11-05,Shipped,4,11,2003,0,141,S18_1129,65,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,3,,Fresnisre,Jean,1,1,1,Classic Cars,Canada,Medium,Quebec Home Shopping Network
10181,0.4175824175824176,1.0,6,0.3629255029347819,2003-11-12,Shipped,4,11,2003,0,141,S18_1129,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,1,1,1,Classic Cars,Norway,Medium,Herkku Gifts
10204,0.3956043956043956,1.0,17,0.4191168523315396,2003-12-02,Shipped,4,12,2003,0,141,S18_1129,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,1,1,Classic Cars,USA,Medium,Muscle Machine Inc
10240,0.3846153846153846,1.0,3,0.37841959256419,2004-04-13,Shipped,2,4,2004,0,141,S18_1129,62,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,10,Japan,Kentary,Mory,1,1,1,Classic Cars,Japan,Medium,Osaka Souveniers Co.
10287,0.3846153846153846,1.0,4,0.4424186455520207,2004-08-30,Shipped,3,8,2004,0,141,S18_1129,87,0897-034555,Grenzacherweg 237,,Gensve,,1203,16,EMEA,Holz,Michael,1,1,1,Classic Cars,Switzerland,Medium,"Vida Sport, Ltd"
10301,0.3406593406593407,1.0,8,0.3996604579039122,2003-10-05,Shipped,4,10,2003,0,141,S18_1129,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,1,1,1,Classic Cars,Norway,Medium,"Norway Gifts By Mail, Co."
10310,0.3406593406593407,1.0,2,0.4227571141715813,2004-10-16,Shipped,4,10,2004,0,141,S18_1129,83,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,7,EMEA,Pfalzheim,Henriette,1,1,1,Classic Cars,Germany,Medium,"Toms Spezialitten, Ltd"
10321,0.3846153846153846,1.0,10,0.3912314613912404,2004-11-04,Shipped,4,11,2004,0,141,S18_1129,34,5085552555,1785 First Street,,New Bedford,MA,50553,18,,Benitez,Violeta,1,1,1,Classic Cars,USA,Medium,FunGiftIdeas.com
10331,0.4395604395604396,1.0,6,0.4376174114951691,2004-11-17,Shipped,4,11,2004,0,141,S18_1129,57,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,18,,Hernandez,Rosa,1,1,1,Classic Cars,USA,Medium,Motor Mint Distributors Inc.
10342,0.3736263736263737,1.0,2,0.4391158670859598,2004-11-24,Shipped,4,11,2004,0,141,S18_1129,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1,1,1,Classic Cars,Australia,Medium,"Australian Collectors, Co."
10377,0.3186813186813187,1.0,2,0.3979892167077064,2005-02-09,Shipped,1,2,2005,0,141,S18_1129,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,1,1,1,Classic Cars,Finland,Medium,"Toys of Finland, Co."
10406,0.6043956043956045,1.0,3,0.5803067054784803,2005-04-15,Disputed,2,4,2005,0,141,S18_1129,27,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,4,EMEA,Petersen,Jytte,0,1,1,Classic Cars,Denmark,Large,Danish Wholesale Imports
10419,0.3516483516483517,1.0,5,0.2927877817783977,2005-05-17,Shipped,2,5,2005,0,141,S18_1129,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,1,0,1,Classic Cars,Austria,Medium,Salzburg Collectables
10102,0.3626373626373627,1.0,2,0.3180858001848439,2003-01-10,Shipped,1,1,2003,6,102,S18_1342,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,1,1,1,Vintage Cars,USA,Medium,Vitachrome Inc.
10149,0.4835164835164836,1.0,4,0.3989046127874583,2003-09-12,Shipped,3,9,2003,6,102,S18_1342,73,4155554312,2793 Furth Circle,,Brisbane,CA,94217,18,,Taylor,Sue,1,1,1,Vintage Cars,USA,Medium,Signal Collectibles Ltd.
10173,0.4065934065934066,1.0,6,0.3348386513311477,2003-11-05,Shipped,4,11,2003,6,102,S18_1342,67,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,9,EMEA,Rovelli,Giovanni,1,1,1,Vintage Cars,Italy,Medium,Rovelli Gifts
