ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Cluster,PCA1,PCA2
10344,0.3736263736263737,0.4106947483588621,2,0.1319251183949026,2004-11-25,Shipped,4,11,2004,6,60,S18_2248,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,2,0,-0.37315569419186656,0.07791040235119528
10367,0.4285714285714286,1.0,4,0.6178129459798672,2005-01-12,Resolved,1,1,2005,6,60,S18_2248,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,0,1,0.3502527125752015,0.26178473463543706
10379,0.2307692307692307,0.3066192560175054,1,0.0624211895443386,2005-02-10,Shipped,1,2,2005,6,60,S18_2248,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.500534040585962,-0.04495968939815273
10407,0.3956043956043956,0.625957330415755,1,0.1889002527081387,2005-04-22,On Hold,2,4,2005,6,60,S18_2248,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,1,0,-0.1508414220181009,0.07354221283618773
10420,0.3296703296703297,0.5017778993435449,4,0.1328162509641069,2005-05-29,In Process,2,5,2005,6,60,S18_2248,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,2,0,-0.2893033541914707,0.021900344978827785
10104,0.2527472527472528,1.0,12,0.2419351399600167,2003-01-31,Shipped,1,1,2003,5,122,S18_2319,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,2,0.2122191092296919,-0.0982172339704076
10114,0.3626373626373627,1.0,3,0.2707432795590218,2003-04-01,Shipped,2,4,2003,5,122,S18_2319,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,1,1,0.22663884926128786,0.001978841380439189
10127,0.4285714285714286,1.0,14,0.4274657057336147,2003-06-03,Shipped,2,6,2003,5,122,S18_2319,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,1,0.28389821638125134,0.1465274246463979
10141,0.4505494505494506,1.0,8,0.4268561769383421,2003-08-01,Shipped,3,8,2003,5,122,S18_2319,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,1,1,0.2845611976246456,0.16270883550806925
10151,0.4725274725274726,1.0,6,0.3625122879975767,2003-09-21,Shipped,3,9,2003,5,122,S18_2319,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,1,1,0.26300656566688807,0.14029840288023798
10165,0.4395604395604396,1.0,15,0.4045396292976744,2003-10-22,Shipped,4,10,2003,5,122,S18_2319,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1,1,0.27634398319835896,0.14092068129581414
10175,0.4615384615384615,1.0,4,0.3976943782916578,2003-11-06,Shipped,4,11,2003,5,122,S18_2319,76,(171) 555-0297,35 King George,,London,,WX3 6FW,17,EMEA,Brown,Ann,1,1,0.27483320975445613,0.15332629500424344
10184,0.4395604395604396,1.0,9,0.4045396292976744,2003-11-14,Shipped,4,11,2003,5,122,S18_2319,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,1,1,0.27634398319835896,0.14092068129581414
10195,0.3186813186813187,1.0,9,0.2298430886125463,2003-11-25,Shipped,4,11,2003,5,122,S18_2319,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,1,2,0.21063023882475163,-0.055887640279640216
10207,0.4065934065934066,1.0,10,0.3875110564406019,2003-12-09,Shipped,4,12,2003,5,122,S18_2319,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,1,1,0.2690946802388856,0.1057839658016635
10229,0.2197802197802198,1.0,4,0.2413991369542824,2004-03-11,Shipped,1,3,2004,5,122,S18_2319,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,2,0.21071906831369924,-0.1233675202764472
10246,0.1758241758241758,0.975109409190372,8,0.1233637754610618,2004-05-05,Shipped,2,5,2004,5,122,S18_2319,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,2,0.14451316860004493,-0.22153228510867928
10259,0.3076923076923077,0.9919310722100656,7,0.2130637681820087,2004-06-15,Shipped,2,6,2004,5,122,S18_2319,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,1,2,0.1967873332671577,-0.07224565871604123
10271,0.4835164835164836,1.0,8,0.3390546201032743,2004-07-20,Shipped,3,7,2004,5,122,S18_2319,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,1,0.25526702124252454,0.13436977515967485
10281,0.4615384615384615,1.0,4,0.3890477454419526,2004-08-19,Shipped,3,8,2004,5,122,S18_2319,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,1,1,0.2718190186068776,0.1480906654178592
10292,0.3846153846153846,1.0,11,0.2975390182983632,2004-09-08,Shipped,3,9,2004,5,122,S18_2319,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,1,1,0.23685522732812525,0.03475443775004422
10305,0.3296703296703297,1.0,8,0.3186570955695565,2004-10-13,Shipped,4,10,2004,5,122,S18_2319,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,1,1,0.24202827481380562,0.006165443815453586
10313,0.2527472527472528,1.0,2,0.2157724582686001,2004-10-22,Shipped,4,10,2004,5,122,S18_2319,17,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,3,,Tannamuri,Yoshi,1,2,0.2030988742293276,-0.11405902032859744
10324,0.2967032967032967,0.1449671772428883,10,0.0554906486224575,2004-11-05,Shipped,4,11,2004,5,122,S18_2319,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,2,0,-0.6516988071227756,0.042111368848287034
10334,0.4395604395604396,1.0,6,0.3920931836446293,2004-11-19,On Hold,4,11,2004,5,122,S18_2319,89,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,15,EMEA,Berglund,Christina,1,1,0.27200518832198073,0.13338422401364458
10349,0.3516483516483517,1.0,7,0.3486115022274638,2004-12-01,Shipped,4,12,2004,5,122,S18_2319,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,1,0.25334575536108517,0.04085364772783989
10358,0.1538461538461538,0.1304704595185996,11,0.0181071961895994,2004-12-10,Shipped,4,12,2004,5,122,S18_2319,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.6839961692497823,-0.084370810586764
10370,0.1758241758241758,1.0,5,0.2549043539766791,2005-01-20,Shipped,1,1,2005,5,122,S18_2319,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,1,2,0.21367602539119956,-0.14829093975587126
10383,0.2307692307692307,1.0,11,0.2471834108172612,2005-02-22,Shipped,1,2,2005,5,122,S18_2319,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,2,0.21317318002286845,-0.11158983640856729
10412,0.5494505494505495,0.975109409190372,8,0.3688016840346836,2005-05-03,Shipped,2,5,2005,5,122,S18_2319,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,0.24495495273079904,0.2084413008365893
10425,0.3516483516483517,0.9919310722100656,7,0.2423005631340221,2005-05-31,In Process,2,5,2005,5,122,S18_2319,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,1,2,0.20873011766848681,-0.02144148931181339
10101,0.2087912087912088,1.0,4,0.2426255471237814,2003-01-09,Shipped,1,1,2003,6,127,S18_2325,13,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,7,EMEA,Keitel,Roland,1,2,0.21070886073651662,-0.1309001592373396
10110,0.2967032967032967,1.0,4,0.2483370304551173,2003-03-18,Shipped,1,3,2003,6,127,S18_2325,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,1,2,0.21620171212844053,-0.0612398458641677
10124,0.3956043956043956,1.0,3,0.2904055461973565,2003-05-21,Shipped,2,5,2003,6,127,S18_2325,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,1,1,0.2348062502386714,0.03871028690676903
10149,0.2967032967032967,1.0,8,0.3285279328150746,2003-09-12,Shipped,3,9,2003,6,127,S18_2325,73,4155554312,2793 Furth Circle,,Brisbane,CA,94217,18,,Taylor,Sue,1,1,0.24415602824329152,-0.012683388309830568
10162,0.3516483516483517,1.0,6,0.2806898483677643,2003-10-18,Shipped,4,10,2003,6,127,S18_2325,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,1,1,0.2296684637087889,-0.00027364733432072574
10173,0.2747252747252747,1.0,10,0.294889884101298,2003-11-05,Shipped,4,11,2003,6,127,S18_2325,67,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,9,EMEA,Rovelli,Giovanni,1,2,0.23155444075303855,-0.049602077275600065
10182,0.1538461538461538,1.0,7,0.1271900575486355,2003-11-12,Shipped,4,11,2003,6,127,S18_2325,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,2,0.16827973064476764,-0.24217381286941897
10193,0.4175824175824176,1.0,11,0.3059224288215214,2003-11-21,Shipped,4,11,2003,6,127,S18_2325,5,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,0,APAC,Connery,Sean,1,1,0.24109085175756229,0.06465641407100559
10204,0.2197802197802198,1.0,1,0.2002982206023674,2003-12-02,Shipped,4,12,2003,6,127,S18_2325,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,2,0.1963914080118594,-0.14825456907567186
10214,0.2307692307692307,1.0,4,0.2295548675175561,2004-01-26,Shipped,1,1,2004,6,127,S18_2325,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,1,2,0.20702792092811162,-0.12226410978978752
10227,0.4395604395604396,1.0,7,0.4805373558802619,2004-03-02,Shipped,1,3,2004,6,127,S18_2325,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,0,1,0.30283657039189693,0.18693812562471335
10243,0.4505494505494506,1.0,2,0.4170419545507686,2004-04-26,Shipped,2,4,2004,6,127,S18_2325,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,1,1,0.2811399881486356,0.1567662178448841
10280,0.3406593406593407,1.0,13,0.3138573320284957,2004-08-17,Shipped,3,8,2004,6,127,S18_2325,2,011-4988555,Via Monte Bianco 34,,Torino,,10100,9,EMEA,Accorti,Paolo,1,1,0.24079282176367278,0.011534378712585114
10288,0.2747252747252747,1.0,2,0.2456342224316891,2004-09-01,Shipped,3,9,2004,6,127,S18_2325,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,1,2,0.21438405987145437,-0.07942691244749384
10304,0.1978021978021978,1.0,17,0.1440127581950007,2004-10-11,Shipped,4,10,2004,6,127,S18_2325,8,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,6,EMEA,Tonini,Daniel,2,2,0.17589499775564466,-0.1988865116570714
10312,0.2747252747252747,1.0,14,0.3122809391007943,2004-10-21,Shipped,4,10,2004,6,127,S18_2325,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,2,0.23761691211474556,-0.039071605625366435
10322,0.4835164835164836,1.0,6,0.8863070716369122,2004-11-04,Shipped,4,11,2004,6,127,S18_2325,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,0,1,0.4460376395369683,0.4657370456652735
10332,0.3186813186813187,0.5170951859956237,8,0.1310244274730583,2004-11-17,Shipped,4,11,2004,6,127,S18_2325,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,2,0,-0.2760222062493555,0.008596812465703513
10344,0.2637362637362638,1.0,3,0.2533750175542823,2004-11-25,Shipped,4,11,2004,6,127,S18_2325,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,1,2,0.21664474800579758,-0.08301502095469865
10356,0.2527472527472528,1.0,3,0.2314658027876568,2004-12-09,Shipped,4,12,2004,6,127,S18_2325,46,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,6,EMEA,Da Cunha,Daniel,1,2,0.20856952863867417,-0.10455653071194898
10367,0.2307692307692307,1.0,5,0.2730703707979092,2005-01-12,Resolved,1,1,2005,6,127,S18_2325,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,1,2,0.22219729923408815,-0.09591500252443302
10380,0.3736263736263737,1.0,10,0.3271507947770221,2005-02-16,Shipped,1,2,2005,6,127,S18_2325,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,0.24674007616619886,0.04440944469152891
10390,0.2747252747252747,0.986187089715536,16,0.1901788661882099,2005-03-04,Shipped,1,3,2005,6,127,S18_2325,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,2,0.1821177173120747,-0.10944969958304465
10409,0.0,1.0,2,0.0223158123827723,2005-04-23,Shipped,2,4,2005,6,127,S18_2325,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,2,2,0.12559264427473227,-0.42152971102469794
10420,0.4285714285714286,1.0,2,0.3304888656220613,2005-05-29,In Process,2,5,2005,6,127,S18_2325,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,1,1,0.25009237102326987,0.0878069004715546
10103,0.1758241758241758,0.3721280087527352,2,0.0520452301246924,2003-01-29,Shipped,1,1,2003,5,60,S18_2432,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,2,0,-0.4449956341716858,-0.10948339938037871
10114,0.4285714285714286,0.5715262582056893,6,0.191756729631702,2003-04-01,Shipped,2,4,2003,5,60,S18_2432,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,1,0,-0.19950313315404677,0.114110442118243
10126,0.4065934065934066,0.5216083150984682,2,0.1701188250284729,2003-05-28,Shipped,2,5,2003,5,60,S18_2432,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,2,0,-0.25466595701276407,0.09730896977455128
10140,0.4395604395604396,0.4801695842450766,2,0.1742127409899659,2003-07-24,Shipped,3,7,2003,5,60,S18_2432,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,2,0,-0.29072993631448774,0.13528170100472947
10151,0.3626373626373627,0.5798687089715536,9,0.1632118123592441,2003-09-21,Shipped,3,9,2003,5,60,S18_2432,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,2,0,-0.20426810574772813,0.045027023664085425
10165,0.2747252747252747,0.6047592997811816,18,0.1266092038112828,2003-10-22,Shipped,4,10,2003,5,60,S18_2432,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,2,0,-0.19722132143189375,-0.0497460954587316
10175,0.3846153846153846,0.5798687089715536,7,0.1733995457576722,2003-11-06,Shipped,4,11,2003,5,60,S18_2432,76,(171) 555-0297,35 King George,,London,,WX3 6FW,17,EMEA,Brown,Ann,2,0,-0.19984123020142663,0.06774629340977475
10184,0.4175824175824176,0.4551422319474835,12,0.1591767170293816,2003-11-14,Shipped,4,11,2003,5,60,S18_2432,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,2,0,-0.32028317130316203,0.11606984293677503
10194,0.4285714285714286,0.5964168490153172,2,0.1977784917948896,2003-11-25,Shipped,4,11,2003,5,60,S18_2432,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,1,0,-0.1740957719043642,0.11134878838856715
10207,0.3406593406593407,0.588211159737418,13,0.1546835560306955,2003-12-09,Shipped,4,12,2003,5,60,S18_2432,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,2,0,-0.20030440592908005,0.021164883881735708
10217,0.3186813186813187,0.4718271334792122,2,0.1225064647550452,2004-02-04,Shipped,1,2,2004,5,60,S18_2432,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,2,0,-0.3213817174789569,0.015093014350196027
10229,0.2417582417582418,0.4467997811816192,7,0.0871479125660721,2004-03-11,Shipped,1,3,2004,5,60,S18_2432,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,0,-0.3602079799360168,-0.05780057189961059
10246,0.2637362637362638,0.4801695842450766,11,0.101286921894289,2004-05-05,Shipped,2,5,2004,5,60,S18_2432,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.3231553551793428,-0.04127956720776002
10259,0.2637362637362638,0.3055251641137855,10,0.0731191919221626,2004-06-15,Shipped,2,6,2004,5,60,S18_2432,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,2,0,-0.4965160920755706,-0.013374536960492733
10271,0.2087912087912088,0.5798687089715536,11,0.0918976785702469,2004-07-20,Shipped,3,7,2004,5,60,S18_2432,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,0,-0.23525623457183908,-0.11400786455574079
10281,0.2527472527472528,0.4219091903719911,7,0.0876456821612464,2004-08-19,Shipped,3,8,2004,5,60,S18_2432,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,2,0,-0.38290492070547777,-0.042816027704573045
10291,0.2197802197802198,0.4219091903719911,2,0.0749117506711066,2004-09-08,Shipped,3,9,2004,5,60,S18_2432,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,2,0,-0.38865712413323283,-0.07535229146283327
10305,0.3846153846153846,0.3637855579868708,11,0.1257695392947553,2004-10-13,Shipped,4,10,2004,5,60,S18_2432,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,2,0,-0.41879075862825643,0.09453479522062758
10313,0.3076923076923077,0.3554431072210064,5,0.0967194998481692,2004-10-22,Shipped,4,10,2004,5,60,S18_2432,17,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,3,,Tannamuri,Yoshi,2,0,-0.4397937188923172,0.021165678922861086
10322,0.3186813186813187,0.4695021881838074,11,0.1220689863072922,2004-11-04,Shipped,4,11,2004,5,60,S18_2432,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,2,0,-0.32371136004966145,0.015426656138825462
10334,0.3076923076923077,0.4718271334792122,1,0.1179934517931837,2004-11-19,On Hold,4,11,2004,5,60,S18_2432,89,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,15,EMEA,Berglund,Christina,2,0,-0.32339267132297617,0.004085092689361719
10347,0.4835164835164836,1.0,8,0.4670630196894713,2004-11-29,Shipped,4,11,2004,5,60,S18_2432,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1,1,0.29989037828278087,0.21188024378123171
10357,0.3846153846153846,0.4801695842450766,7,0.1514234225225669,2004-12-10,Shipped,4,12,2004,5,60,S18_2432,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,0,-0.300862879709755,0.08010630468832647
10370,0.1758241758241758,0.9570568927789936,7,0.1212285865328693,2005-01-20,Shipped,1,1,2005,5,60,S18_2432,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2,2,0.12686400507864148,-0.2181776802286304
10381,0.3186813186813187,0.2973194748358861,7,0.0896698471472361,2005-02-17,Shipped,1,2,2005,5,60,S18_2432,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,2,0,-0.49624194808007877,0.04013577448497643
10391,0.4175824175824176,0.1589168490153173,5,0.0891036985677911,2005-03-09,Shipped,1,3,2005,5,60,S18_2432,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2,0,-0.6221035255534826,0.14990087459438167
10412,0.4505494505494506,0.4801695842450766,11,0.1787706046834457,2005-05-03,Shipped,2,5,2005,5,60,S18_2432,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.28870334763543437,0.1463167802680101
10425,0.1428571428571428,0.3055251641137855,10,0.0333108589503311,2005-05-31,In Process,2,5,2005,5,60,S18_2432,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,2,0,-0.5152081982381826,-0.12850659178175453
10106,0.3076923076923077,0.8685722100656454,2,0.1905148790464,2003-02-17,Shipped,1,2,2003,2,84,S18_2581,67,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,9,EMEA,Rovelli,Giovanni,1,2,0.07341042973302658,-0.05414144158018172
10120,0.2527472527472528,0.6144693654266958,8,0.117667732545529,2003-04-29,Shipped,2,4,2003,2,84,S18_2581,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,2,0,-0.19212099722967824,-0.07421052353364893
10133,0.4725274725274726,0.5797319474835886,3,0.2141144517145111,2003-06-27,Shipped,2,6,2003,2,84,S18_2581,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,0,-0.18227435413729187,0.15863676548773442
10145,0.2637362637362638,0.799234135667396,14,0.1527476219921519,2003-08-25,Shipped,3,8,2003,2,84,S18_2581,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,2,2,-0.0064360136140341195,-0.09226033115989346
10168,0.1648351648351648,0.6028446389496717,9,0.0741162016283021,2003-10-28,Shipped,4,10,2003,2,84,S18_2581,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,2,0,-0.2216904737834654,-0.16379069587555886
10210,0.4835164835164836,0.6838074398249452,7,0.2471841460751566,2004-01-12,Shipped,1,1,2004,2,84,S18_2581,62,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,10,Japan,Kentary,Mory,1,2,-0.07284964356274681,0.16014261192617213
10223,0.4505494505494506,1.0,9,0.3119537493373489,2004-02-20,Shipped,1,2,2004,2,84,S18_2581,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1,1,0.2445065444284018,0.09313417448662309
10235,0.1978021978021978,0.6721827133479212,3,0.0987149897762389,2004-04-02,Shipped,2,4,2004,2,84,S18_2581,68,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,3,,Lincoln,Elizabeth,2,2,-0.14687225113325497,-0.14192070002223545
10250,0.2307692307692307,0.9841356673960612,4,0.1607678151149906,2004-05-11,Shipped,2,5,2004,2,84,S18_2581,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,2,2,0.16819318286265783,-0.15983125967370124
10263,0.2967032967032967,0.8108588621444202,10,0.1736296814789271,2004-06-28,Shipped,2,6,2004,2,84,S18_2581,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,2,2,0.013042297874167441,-0.05778298645899717
10275,0.3186813186813187,0.8685722100656454,9,0.1971608751627677,2004-07-23,Shipped,3,7,2004,2,84,S18_2581,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,1,2,0.07616493532186941,-0.04184197558005329
10284,0.2747252747252747,0.6144693654266958,1,0.128227506439021,2004-08-21,Shipped,3,8,2004,2,84,S18_2581,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,2,0,-0.1875644294452241,-0.05126597924963383
10297,0.2087912087912088,0.764633479212254,4,0.1167310139868109,2004-09-16,Shipped,3,9,2004,2,84,S18_2581,20,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,8,EMEA,Cassidy,Dean,2,2,-0.05358090059688203,-0.14653731488998167
10308,0.2307692307692307,0.764633479212254,7,0.1289054142185642,2004-10-15,Shipped,4,10,2004,2,84,S18_2581,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,2,2,-0.04846147875119633,-0.12261509691789682
10318,0.2747252747252747,1.0,9,0.1936889873807687,2004-11-02,Shipped,4,11,2004,2,84,S18_2581,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,1,2,0.1962761015053598,-0.1108803133529756
10327,0.4285714285714286,1.0,8,0.3161292789252294,2004-11-10,Resolved,4,11,2004,2,84,S18_2581,27,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,4,EMEA,Petersen,Jytte,1,1,0.24508666072461271,0.07911201562273773
10339,0.2307692307692307,1.0,2,0.1712099477452213,2004-11-23,Shipped,4,11,2004,2,84,S18_2581,82,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,10,Japan,Shimamura,Akiko,2,2,0.1866890510187753,-0.1575925889197496
10353,0.2307692307692307,1.0,1,0.2230434235960435,2004-12-04,Shipped,4,12,2004,2,84,S18_2581,36,2035554407,2440 Pompton St.,,Glendale,CT,97561,18,,Lewis,Dan,1,2,0.20475805045166973,-0.12620685941708504
10374,0.3956043956043956,0.5797319474835886,2,0.1784625316252802,2005-02-02,Shipped,1,2,2005,2,84,S18_2581,7,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,0,APAC,Calaghan,Tony,2,0,-0.19776662438795,0.07912243782400363
10386,0.1648351648351648,0.6549507658643325,18,0.0799990000492622,2005-03-01,Resolved,1,3,2005,2,84,S18_2581,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.1708462236248215,-0.17364292912934062
10398,0.3076923076923077,0.6838074398249452,15,0.1567415428798728,2005-03-30,Shipped,1,3,2005,2,84,S18_2581,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,2,2,-0.11138136258915876,-0.027025258264720464
