ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10278,0.18681318681318687,1.0,2,0.15605040045821275,2004-08-06,Shipped,3,8,2004,0,124,S18_1589,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,2
10288,0.15384615384615385,1.0,14,0.18048154980600226,2004-09-01,Shipped,3,9,2004,0,124,S18_1589,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,2
10301,0.28571428571428575,1.0,4,0.21635037097437115,2003-10-05,Shipped,4,10,2003,0,124,S18_1589,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,1
10311,0.2527472527472528,1.0,9,0.1794815990682812,2004-10-16,Shipped,4,10,2004,0,124,S18_1589,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10321,0.41758241758241765,1.0,6,0.2946641599274154,2004-11-04,Shipped,4,11,2004,0,124,S18_1589,34,5085552555,1785 First Street,,New Bedford,MA,50553,18,,Benitez,Violeta,1
10331,0.41758241758241765,1.0,14,0.3210952107506469,2004-11-17,Shipped,4,11,2004,0,124,S18_1589,57,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,18,,Hernandez,Rosa,1
10343,0.3296703296703297,1.0,4,0.39459747203630424,2004-11-24,Shipped,4,11,2004,0,124,S18_1589,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,1
10367,0.4725274725274726,0.40235229759299773,1,0.1673866066892293,2005-01-12,Resolved,1,1,2005,0,124,S18_1589,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,2
10378,0.3076923076923077,0.21553610503282272,5,0.07114575973095445,2005-02-10,Shipped,1,2,2005,0,124,S18_1589,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10407,0.5824175824175825,1.0,11,0.48277106936643577,2005-04-22,On Hold,2,4,2005,0,124,S18_1589,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,0
10419,0.3406593406593407,1.0,1,0.34710128251034694,2005-05-17,Shipped,2,5,2005,0,124,S18_1589,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,1
10106,0.3296703296703297,1.0,12,0.3527230643784461,2003-02-17,Shipped,1,2,2003,2,157,S18_1662,67,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,9,EMEA,Rovelli,Giovanni,1
10119,0.40659340659340665,1.0,3,0.4730641946315881,2003-04-28,Shipped,2,4,2003,2,157,S18_1662,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,1
10131,0.16483516483516486,1.0,4,0.16907475881702888,2003-06-16,Shipped,2,6,2003,2,157,S18_1662,36,2035554407,2440 Pompton St.,,Glendale,CT,97561,18,,Lewis,Dan,2
10143,0.28571428571428575,1.0,7,0.3504143545869432,2003-08-10,Shipped,3,8,2003,2,157,S18_1662,54,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,18,,Tam,Wing C,1
10155,0.3516483516483517,1.0,5,0.4447802939119912,2003-10-06,Shipped,4,10,2003,2,157,S18_1662,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,1
10167,0.40659340659340665,1.0,1,0.3883330747676403,2003-10-23,Cancelled,4,10,2003,2,157,S18_1662,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1
10178,0.39560439560439564,1.0,4,0.44178338273040973,2003-11-08,Shipped,4,11,2003,2,157,S18_1662,1,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,6,EMEA,Roulet,Annette,1
10186,0.28571428571428575,1.0,1,0.4060586721095359,2003-11-14,Shipped,4,11,2003,2,157,S18_1662,30,(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,17,EMEA,Hardy,Thomas,1
10198,0.39560439560439564,1.0,4,0.5148165494788125,2003-11-27,Shipped,4,11,2003,2,157,S18_1662,25,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,12,Japan,Cruz,Arnold,0
10210,0.27472527472527475,1.0,17,0.3850817643542562,2004-01-12,Shipped,1,1,2004,2,157,S18_1662,62,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,10,Japan,Kentary,Mory,1
10222,0.4725274725274726,1.0,4,0.4758552336024624,2004-02-19,Shipped,1,2,2004,2,157,S18_1662,21,7605558146,361 Furth Circle,,San Diego,CA,91217,18,,Thompson,Valarie,1
10250,0.4285714285714286,1.0,14,0.5645435114593621,2004-05-11,Shipped,2,5,2004,2,157,S18_1662,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,0
10262,0.4725274725274726,1.0,9,0.4474654557459303,2004-06-24,Cancelled,2,6,2004,2,157,S18_1662,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10274,0.38461538461538464,1.0,1,0.4589384199454881,2004-07-21,Shipped,3,7,2004,2,157,S18_1662,22,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,18,,Nelson,Allen,1
10284,0.4285714285714286,1.0,11,0.3871662204876673,2004-08-21,Shipped,3,8,2004,2,157,S18_1662,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,1
10296,0.3296703296703297,1.0,7,0.3819451541725519,2004-09-15,Shipped,3,9,2004,2,157,S18_1662,12,+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,7,EMEA,Donnermeyer,Michael,1
10307,0.3626373626373627,1.0,1,0.507169132108933,2004-10-14,Shipped,4,10,2004,2,157,S18_1662,18,2155554695,782 First Street,,Philadelphia,PA,71270,18,,Cervantes,Francisca,0
10316,0.23076923076923078,1.0,9,0.23690009389243333,2004-11-01,Shipped,4,11,2004,2,157,S18_1662,91,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,17,EMEA,Bennett,Helen,1
10327,0.20879120879120883,1.0,6,0.17077246929746845,2004-11-10,Resolved,4,11,2004,2,157,S18_1662,27,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,4,EMEA,Petersen,Jytte,2
10338,0.38461538461538464,1.0,1,0.3781181368270829,2004-11-22,Shipped,4,11,2004,2,157,S18_1662,69,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,2,EMEA,Cartrain,Pascale,1
10351,0.3626373626373627,0.9934354485776804,1,0.24992518750914483,2004-12-03,Shipped,4,12,2004,2,157,S18_1662,76,(171) 555-0297,35 King George,,London,,WX3 6FW,17,EMEA,Brown,Ann,1
10373,0.2417582417582418,0.4194474835886214,4,0.0830304683519268,2005-01-31,Shipped,1,1,2005,2,157,S18_1662,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,2
10386,0.20879120879120883,0.3786925601750547,7,0.06485856946753361,2005-03-01,Resolved,1,3,2005,2,157,S18_1662,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10398,0.29670329670329676,1.0,11,0.27446883131492794,2005-03-30,Shipped,1,3,2005,2,157,S18_1662,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,1
10400,0.3076923076923077,1.0,1,0.43760270633726145,2005-04-01,Shipped,2,4,2005,2,157,S18_1662,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,1
10416,0.19780219780219782,1.0,14,0.284547011286944,2005-05-10,Shipped,2,5,2005,2,157,S18_1662,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,1
10100,0.2637362637362638,1.0,3,0.34328235300172716,2003-01-06,Shipped,1,1,2003,6,170,S18_1749,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,1
10110,0.39560439560439564,1.0,7,0.4107790277978954,2003-03-18,Shipped,1,3,2003,6,170,S18_1749,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,1
10124,0.16483516483516486,1.0,6,0.17454066601130683,2003-05-21,Shipped,2,5,2003,6,170,S18_1749,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,2
10149,0.3076923076923077,1.0,11,0.35978154017412384,2003-09-12,Shipped,3,9,2003,6,170,S18_1749,73,4155554312,2793 Furth Circle,,Brisbane,CA,94217,18,,Taylor,Sue,1
10162,0.2527472527472528,1.0,9,0.34515726063495406,2003-10-18,Shipped,4,10,2003,6,170,S18_1749,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,1
10173,0.19780219780219782,1.0,13,0.22253830142191533,2003-11-05,Shipped,4,11,2003,6,170,S18_1749,67,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,9,EMEA,Rovelli,Giovanni,1
10182,0.41758241758241765,1.0,10,0.5200236458939157,2003-11-12,Shipped,4,11,2003,6,170,S18_1749,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0
10193,0.16483516483516486,1.0,14,0.19553963150344805,2003-11-21,Shipped,4,11,2003,6,170,S18_1749,5,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,0,APAC,Connery,Sean,1
10204,0.29670329670329676,1.0,4,0.3976546743653071,2003-12-02,Shipped,4,12,2003,6,170,S18_1749,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1
10214,0.2637362637362638,1.0,7,0.4032793972649878,2004-01-26,Shipped,1,1,2004,6,170,S18_1749,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,1
10227,0.21978021978021983,1.0,10,0.23753756248773045,2004-03-02,Shipped,1,3,2004,6,170,S18_1749,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,1
10241,0.38461538461538464,1.0,2,0.5231484919492938,2004-04-13,Shipped,2,4,2004,6,170,S18_1749,52,88.60.1555,"24, place Kluber",,Strasbourg,,67000,6,EMEA,Citeaux,Frederique,0
10280,0.21978021978021983,1.0,16,0.23428772259013714,2004-08-17,Shipped,3,8,2004,6,170,S18_1749,2,011-4988555,Via Monte Bianco 34,,Torino,,10100,9,EMEA,Accorti,Paolo,1
10288,0.28571428571428575,1.0,5,0.396529729785371,2004-09-01,Shipped,3,9,2004,6,170,S18_1749,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,1
10302,0.40659340659340665,1.0,1,0.5020245326149375,2003-10-06,Shipped,4,10,2003,6,170,S18_1749,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,0
10312,0.46153846153846156,1.0,17,0.5585217492961745,2004-10-21,Shipped,4,10,2004,6,170,S18_1749,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0
10331,0.41758241758241765,0.6449671772428884,7,0.2040803872162181,2004-11-17,Shipped,4,11,2004,6,170,S18_1749,57,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,18,,Hernandez,Rosa,1
10344,0.4285714285714286,1.0,1,0.5270233010579627,2004-11-25,Shipped,4,11,2004,6,170,S18_1749,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,0
10367,0.3406593406593407,1.0,3,0.31040235517809056,2005-01-12,Resolved,1,1,2005,6,170,S18_1749,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,1
10379,0.3626373626373627,1.0,2,0.361557187991474,2005-02-10,Shipped,1,2,2005,6,170,S18_1749,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10407,0.7692307692307693,1.0,2,1.0,2005-04-22,On Hold,2,4,2005,6,170,S18_1749,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,0
10420,0.3406593406593407,1.0,5,0.35303187269450703,2005-05-29,In Process,2,5,2005,6,170,S18_1749,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,1
10108,0.3516483516483517,0.7591630196936543,2,0.19474702349222509,2003-03-03,Shipped,1,3,2003,0,77,S18_1889,25,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,12,Japan,Cruz,Arnold,1
10122,0.40659340659340665,0.6222647702407001,6,0.1933882669015571,2003-05-08,Shipped,2,5,2003,0,77,S18_1889,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,1
10135,0.46153846153846156,0.7170404814004376,3,0.24445486876749462,2003-07-02,Shipped,3,7,2003,0,77,S18_1889,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10147,0.21978021978021983,0.7591630196936543,3,0.12205354589148917,2003-09-05,Shipped,3,9,2003,0,77,S18_1889,22,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,18,,Nelson,Allen,2
10160,0.3516483516483517,0.8434080962800874,4,0.21195794030735257,2003-10-11,Shipped,4,10,2003,0,77,S18_1889,49,2155554369,6047 Douglas Av.,,Los Angeles,CA,,18,,Chandler,Michael,1
10170,0.15384615384615385,0.4958971553610503,2,0.0573993781188721,2003-11-04,Shipped,4,11,2003,0,77,S18_1889,51,7675-3555,Kirchgasse 6,,Graz,,8010,1,EMEA,Mendel,Roland,2
10181,0.17582417582417587,0.6433260393873086,10,0.0841215910686753,2003-11-12,Shipped,4,11,2003,0,77,S18_1889,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,2
10192,0.4285714285714286,0.875,15,0.265175906775181,2003-11-20,Shipped,4,11,2003,0,77,S18_1889,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,1
10203,0.4285714285714286,0.801285557986871,4,0.24734222652266402,2003-12-02,Shipped,4,12,2003,0,77,S18_1889,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10212,0.15384615384615385,0.548550328227571,14,0.06306086391332193,2004-01-16,Shipped,1,1,2004,0,77,S18_1889,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10225,0.4505494505494506,0.5169584245076587,5,0.18806647025477427,2004-02-22,Shipped,1,2,2004,0,77,S18_1889,87,0897-034555,Grenzacherweg 237,,Gensve,,1203,16,EMEA,Holz,Michael,1
10239,0.43956043956043966,0.6433260393873086,4,0.2145622237727995,2004-04-12,Shipped,2,4,2004,0,77,S18_1889,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,1
10253,0.18681318681318687,0.7802242888402626,9,0.10648445995675215,2004-06-01,Cancelled,2,6,2004,0,77,S18_1889,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,2
10266,0.29670329670329676,0.6538566739606126,10,0.145775171370234,2004-07-06,Shipped,3,7,2004,0,77,S18_1889,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,2
10278,0.2527472527472528,0.875,10,0.15828705497596812,2004-08-06,Shipped,3,8,2004,0,77,S18_1889,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,2
10287,0.41758241758241765,0.7591630196936543,8,0.23109376229259299,2004-08-30,Shipped,3,8,2004,0,77,S18_1889,87,0897-034555,Grenzacherweg 237,,Gensve,,1203,16,EMEA,Holz,Michael,1
10300,0.38461538461538464,0.8960612691466083,1,0.24309611217682664,2003-10-04,Shipped,4,10,2003,0,77,S18_1889,13,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,7,EMEA,Keitel,Roland,1
10310,0.15384615384615385,0.885530634573304,6,0.09929437299780086,2004-10-16,Shipped,4,10,2004,0,77,S18_1889,83,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,7,EMEA,Pfalzheim,Henriette,2
10321,0.3406593406593407,0.7065098468271336,14,0.17821548497243153,2004-11-04,Shipped,4,11,2004,0,77,S18_1889,34,5085552555,1785 First Street,,New Bedford,MA,50553,18,,Benitez,Violeta,2
10329,0.2527472527472528,1.0,9,0.18180574927558718,2004-11-15,Shipped,4,11,2004,0,77,S18_1889,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,2
10342,0.5384615384615385,0.5274890590809629,1,0.22922547198042453,2004-11-24,Shipped,4,11,2004,0,77,S18_1889,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1
10363,0.17582417582417587,1.0,7,0.23560677525445445,2005-01-06,Shipped,1,1,2005,0,77,S18_1889,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,1
10377,0.27472527472527475,0.5590809628008754,4,0.11899634356248628,2005-02-09,Shipped,1,2,2005,0,77,S18_1889,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,2
10389,0.4725274725274726,0.7158096280087527,3,0.249961950403914,2005-03-03,Shipped,1,3,2005,0,77,S18_1889,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1
10405,0.6043956043956045,0.6433260393873086,4,0.2960876192128771,2005-04-14,Shipped,2,4,2005,0,77,S18_1889,52,88.60.1555,"24, place Kluber",,Strasbourg,,67000,6,EMEA,Citeaux,Frederique,1
10419,0.3626373626373627,0.7802242888402626,9,0.20522077221195725,2005-05-17,Shipped,2,5,2005,0,77,S18_1889,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,1
10109,0.3516483516483517,1.0,3,0.2904687783763594,2003-03-10,Shipped,1,3,2003,0,142,S18_1984,57,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,18,,Hernandez,Rosa,1
10122,0.27472527472527475,1.0,1,0.2660795387286068,2003-05-08,Shipped,2,5,2003,0,142,S18_1984,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,1
10136,0.3296703296703297,1.0,1,0.3523789636834069,2003-07-04,Shipped,3,7,2003,0,142,S18_1984,1,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,6,EMEA,Roulet,Annette,1
10148,0.20879120879120883,1.0,12,0.27571215241602076,2003-09-11,Shipped,3,9,2003,0,142,S18_1984,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,1
10161,0.46153846153846156,1.0,11,0.4163993391502037,2003-10-17,Shipped,4,10,2003,0,142,S18_1984,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,1
10171,0.3186813186813187,1.0,1,0.30866641128709105,2003-11-05,Shipped,4,11,2003,0,142,S18_1984,65,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,3,,Fresnisre,Jean,1
10181,0.16483516483516486,1.0,5,0.206162637575943,2003-11-12,Shipped,4,11,2003,0,142,S18_1984,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,1
10192,0.4505494505494506,1.0,10,0.5102079529905513,2003-11-20,Shipped,4,11,2003,0,142,S18_1984,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,0
10204,0.3516483516483517,1.0,16,0.4375159459056063,2003-12-02,Shipped,4,12,2003,0,142,S18_1984,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1
10212,0.38461538461538464,1.0,9,0.32047979989221126,2004-01-16,Shipped,1,1,2004,0,142,S18_1984,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10226,0.19780219780219782,1.0,7,0.2507192660361586,2004-02-26,Shipped,1,2,2004,0,142,S18_1984,21,7605558146,361 Furth Circle,,San Diego,CA,91217,18,,Thompson,Valarie,1
10240,0.3406593406593407,1.0,2,0.3708780523312455,2004-04-13,Shipped,2,4,2004,0,142,S18_1984,62,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,10,Japan,Kentary,Mory,1
10253,0.29670329670329676,1.0,4,0.29244809263073074,2004-06-01,Cancelled,2,6,2004,0,142,S18_1984,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,1
10266,0.4725274725274726,1.0,5,0.42066089391184414,2004-07-06,Shipped,3,7,2004,0,142,S18_1984,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,1
10278,0.2527472527472528,1.0,5,0.24057050130618574,2004-08-06,Shipped,3,8,2004,0,142,S18_1984,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,1
10287,0.19780219780219782,1.0,3,0.2231029794855695,2004-08-30,Shipped,3,8,2004,0,142,S18_1984,87,0897-034555,Grenzacherweg 237,,Gensve,,1203,16,EMEA,Holz,Michael,1
10301,0.4505494505494506,1.0,7,0.5151150641843381,2003-10-05,Shipped,4,10,2003,0,142,S18_1984,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,0
10310,0.19780219780219782,1.0,1,0.21807381548114912,2004-10-16,Shipped,4,10,2004,0,142,S18_1984,83,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,7,EMEA,Pfalzheim,Henriette,1
10321,0.20879120879120883,1.0,9,0.2390963092259426,2004-11-04,Shipped,4,11,2004,0,142,S18_1984,34,5085552555,1785 First Street,,New Bedford,MA,50553,18,,Benitez,Violeta,1
10331,0.2637362637362638,0.07644967177242884,8,0.036172482679162135,2004-11-17,Shipped,4,11,2004,0,142,S18_1984,57,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,18,,Hernandez,Rosa,2
10342,0.17582417582417587,1.0,3,0.19694691511521129,2004-11-24,Shipped,4,11,2004,0,142,S18_1984,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1
10356,0.23076923076923078,0.5170951859956237,2,0.09297336087119239,2004-12-09,Shipped,4,12,2004,0,142,S18_1984,46,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,6,EMEA,Da Cunha,Daniel,2
10366,0.3076923076923077,1.0,3,0.2739357693407752,2005-01-10,Shipped,1,1,2005,0,142,S18_1984,69,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,2,EMEA,Cartrain,Pascale,1
10377,0.3296703296703297,1.0,6,0.284591126760667,2005-02-09,Shipped,1,2,2005,0,142,S18_1984,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,1
10390,0.3076923076923077,0.22114332603938724,15,0.07217070923711848,2005-03-04,Shipped,1,3,2005,0,142,S18_1984,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10406,0.46153846153846156,1.0,2,0.4916779835111066,2005-04-15,Disputed,2,4,2005,0,142,S18_1984,27,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,4,EMEA,Petersen,Jytte,0
10419,0.3076923076923077,1.0,4,0.3023843678289379,2005-05-17,Shipped,2,5,2005,0,142,S18_1984,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,1
10104,0.19780219780219782,1.0,8,0.21879730925020613,2003-01-31,Shipped,1,1,2003,0,163,S18_2238,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10115,0.43956043956043966,1.0,4,0.5072566277984836,2003-04-04,Shipped,2,4,2003,0,163,S18_2238,19,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,18,,Hernandez,Maria,0
10127,0.4285714285714286,1.0,10,0.49003247634123914,2003-06-03,Shipped,2,6,2003,0,163,S18_2238,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,0
10141,0.3626373626373627,1.0,4,0.40118611803683213,2003-08-01,Shipped,3,8,2003,0,163,S18_2238,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,1
10151,0.40659340659340665,1.0,2,0.4873862831757554,2003-09-21,Shipped,3,9,2003,0,163,S18_2238,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,0
10165,0.2527472527472528,1.0,11,0.33460263354672976,2003-10-22,Shipped,4,10,2003,0,163,S18_2238,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1
10176,0.15384615384615385,1.0,10,0.23421419680059885,2003-11-06,Shipped,4,11,2003,0,163,S18_2238,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,1
10184,0.43956043956043966,1.0,5,0.5072566277984836,2003-11-14,Shipped,4,11,2003,0,163,S18_2238,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,0
10195,0.23076923076923078,1.0,5,0.34159934767919525,2003-11-25,Shipped,4,11,2003,0,163,S18_2238,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,1
10207,0.41758241758241765,1.0,6,0.4836607314198492,2003-12-09,Shipped,4,12,2003,0,163,S18_2238,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,0
10219,0.40659340659340665,1.0,1,0.5857439376148382,2004-02-10,Shipped,1,2,2004,0,163,S18_2238,73,4155554312,2793 Furth Circle,,Brisbane,CA,94217,18,,Taylor,Sue,0
10230,0.4725274725274726,1.0,8,0.5013267728722189,2004-03-15,Shipped,1,3,2004,0,163,S18_2238,13,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,7,EMEA,Keitel,Roland,0
10246,0.3736263736263737,1.0,4,0.44608611193419156,2004-05-05,Shipped,2,5,2004,0,163,S18_2238,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10259,0.2637362637362638,1.0,3,0.3834936073002287,2004-06-15,Shipped,2,6,2004,0,163,S18_2238,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,1
10271,0.4835164835164836,1.0,4,0.6387089753666548,2004-07-20,Shipped,3,7,2004,0,163,S18_2238,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0
